onset	duration	nwb_table	si_perf	blr_perf
0.0	112.448	trials	1.71974	0.6666667
113.472	100.248	trials	1.71974	1.0
214.768	119.12800000000001	trials	1.71974	0.61538464
334.92	92.87199999999996	trials	1.71974	0.42857143
428.84	93.83200000000005	trials	1.71974	0.5
523.72	94.12	trials	1.71974	0.28
618.864	83.43999999999994	trials	1.71974	1.0
703.384	103.61599999999999	trials	1.71974	0.75
808.056	92.48799999999994	trials	1.71974	0.4
901.56	88.6160000000001	trials	1.71974	1.0
991.232	102.71199999999999	trials	1.71974	0.6363636
