onset	duration	nwb_table	si_perf	blr_perf
0.0	84.36	trials	1.8561	1.0
85.408	107.90400000000001	trials	1.8561	1.0
194.36	130.072	trials	1.8561	0.75
325.48	80.64799999999997	trials	1.8561	0.8
407.184	195.51999999999992	trials	1.8561	0.75
603.744	82.58399999999995	trials	1.8561	0.75
687.384	126.144	trials	1.8561	0.90909094
814.632	79.24800000000005	trials	1.8561	1.0
894.928	156.01599999999996	trials	1.8561	0.75
1052.0	79.7360000000001	trials	1.8561	0.8
1132.808	103.98399999999992	trials	1.8561	0.85714287
