onset	duration	nwb_table	si_perf	blr_perf
0.0	121.056	trials	1.48367	0.85714287
122.104	145.824	trials	1.48367	0.625
268.944	194.368	trials	1.48367	0.5
464.4	143.58400000000006	trials	1.48367	0.8
609.04	208.76800000000003	trials	1.48367	0.7
818.832	122.024	trials	1.48367	0.5714286
941.912	128.712	trials	1.48367	0.85714287
1071.704	139.808	trials	1.48367	0.8
1212.568	146.8320000000001	trials	1.48367	0.4
1360.456	133.664	trials	1.48367	0.41666666
1495.176	156.9280000000001	trials	1.48367	0.6363636
1653.184	114.60000000000014	trials	1.48367	0.61538464
