onset	duration	nwb_table	si_perf	blr_perf
0.0	64.896	trials	1.17934	0.6
65.984	58.784000000000006	trials	1.17934	0.6
125.816	74.54400000000001	trials	1.17934	0.5833333
201.424	70.19199999999998	trials	1.17934	0.5
272.704	72.66399999999999	trials	1.17934	0.75
346.424	73.28000000000003	trials	1.17934	0.64285713
420.776	92.10399999999998	trials	1.17934	0.5833333
513.936	94.36000000000001	trials	1.17934	0.6923077
609.344	112.51999999999998	trials	1.17934	0.5
722.952	74.32799999999997	trials	1.17934	0.6666667
