onset	duration	nwb_table	si_perf	blr_perf
0.0	51.888	trials	1.62776	0.6
52.936	66.01599999999999	trials	1.62776	0.25
120.032	176.06400000000002	trials	1.62776	0.5625
297.152	50.25600000000003	trials	1.62776	0.5
348.464	110.78399999999999	trials	1.62776	1.0
460.296	66.37600000000003	trials	1.62776	0.71428573
527.736	213.024	trials	1.62776	1.0
741.808	77.87199999999996	trials	1.62776	1.0
820.736	179.58400000000006	trials	1.62776	0.6666667
1001.344	62.49599999999987	trials	1.62776	1.0
1064.936	192.42399999999998	trials	1.62776	1.0
1258.408	70.51200000000017	trials	1.62776	0.8333333
1329.984	153.4000000000001	trials	1.62776	0.8333333
