onset	duration	nwb_table	si_perf	blr_perf
0.0	66.736	trials	0.860553	0.25
67.808	98.51199999999999	trials	0.860553	0.0
167.368	71.584	trials	0.860553	0.625
240.008	67.648	trials	0.860553	0.44444445
308.72	62.63199999999995	trials	0.860553	0.78571427
372.424	69.33600000000001	trials	0.860553	0.5555556
442.8	77.43199999999996	trials	0.860553	0.375
521.296	72.27199999999993	trials	0.860553	0.22222222
594.624	87.37599999999998	trials	0.860553	0.2777778
683.056	81.32799999999997	trials	0.860553	0.33333334
765.44	87.23199999999997	trials	0.860553	0.5555556
853.736	148.68000000000006	trials	0.860553	0.6666667
