onset	duration	nwb_table	si_perf	blr_perf
0.0	50.584	trials	1.33629	1.0
51.64	49.744	trials	1.33629	1.0
102.424	65.38399999999999	trials	1.33629	1.0
168.864	42.871999999999986	trials	1.33629	0.8333333
212.824	56.103999999999985	trials	1.33629	0.875
269.952	50.920000000000016	trials	1.33629	0.85714287
321.92	58.68799999999999	trials	1.33629	0.7777778
381.664	54.29599999999999	trials	1.33629	1.0
436.976	75.82399999999996	trials	1.33629	1.0
513.856	72.91999999999996	trials	1.33629	0.8
587.832	55.416000000000054	trials	1.33629	1.0
644.304	67.56000000000006	trials	1.33629	1.0
712.92	71.144	trials	1.33629	1.0
785.112	75.18400000000008	trials	1.33629	1.0
861.368	79.94399999999996	trials	1.33629	1.0
942.376	66.70400000000006	trials	1.33629	1.0
