onset	duration	nwb_table	si_perf	blr_perf
0.0	51.368	trials	1.08768	1.0
52.448	43.016	trials	1.08768	0.875
96.512	46.048	trials	1.08768	0.9
143.608	44.31199999999998	trials	1.08768	0.5833333
188.976	65.112	trials	1.08768	0.75
255.144	66.72800000000001	trials	1.08768	0.5555556
322.88	84.91199999999998	trials	1.08768	1.0
408.848	84.168	trials	1.08768	0.625
494.088	62.783999999999935	trials	1.08768	0.85714287
557.92	69.928	trials	1.08768	0.4
628.896	74.4720000000001	trials	1.08768	0.71428573
704.416	73.98399999999992	trials	1.08768	0.8125
779.448	95.72800000000007	trials	1.08768	0.4
876.248	80.168	trials	1.08768	0.45454547
957.464	88.63999999999999	trials	1.08768	0.23809524
1047.2	121.38400000000001	trials	1.08768	0.5
