onset	duration	nwb_table	si_perf	blr_perf
0.0	49.736	trials	1.24619	1.0
50.792	50.616	trials	1.24619	0.85714287
102.456	50.032	trials	1.24619	0.6363636
153.528	51.896000000000015	trials	1.24619	0.75
206.472	56.359999999999985	trials	1.24619	0.46666667
263.872	61.536	trials	1.24619	0.71428573
326.456	54.39999999999998	trials	1.24619	1.0
381.952	60.55200000000002	trials	1.24619	0.8
443.576	61.079999999999984	trials	1.24619	1.0
505.68	77.488	trials	1.24619	1.0
584.256	64.01600000000008	trials	1.24619	1.0
649.328	86.79200000000003	trials	1.24619	0.72727275
737.176	74.67999999999995	trials	1.24619	1.0
812.936	107.06399999999996	trials	1.24619	1.0
921.056	97.5279999999999	trials	1.24619	1.0
