onset	duration	nwb_table	si_perf	blr_perf
0.0	99.552	trials	1.31588	0.625
100.6	82.56	trials	1.31588	0.85714287
184.192	90.30399999999997	trials	1.31588	1.0
275.568	103.64800000000002	trials	1.31588	1.0
380.264	112.15199999999999	trials	1.31588	1.0
493.496	127.30399999999997	trials	1.31588	0.8333333
621.816	98.37599999999998	trials	1.31588	1.0
721.272	154.30399999999997	trials	1.31588	1.0
876.616	83.63999999999999	trials	1.31588	1.0
961.312	186.64	trials	1.31588	1.0
1149.0	81.99199999999996	trials	1.31588	0.6666667
1232.048	98.28800000000001	trials	1.31588	1.0
