onset	duration	nwb_table	si_perf	blr_perf
0.0	87.376	trials	0.686044	0.25
88.432	96.192	trials	0.686044	0.0
185.728	160.55199999999996	trials	0.686044	0.0
347.328	162.00800000000004	trials	0.686044	0.5
510.384	262.84000000000003	trials	0.686044	0.16666667
774.28	169.32799999999997	trials	0.686044	0.7777778
944.68	165.216	trials	0.686044	0.78571427
1110.92	150.99199999999996	trials	0.686044	0.5833333
1262.968	146.53599999999983	trials	0.686044	0.8181818
1410.568	102.86400000000003	trials	0.686044	1.0
