onset	duration	nwb_table	si_perf	blr_perf
0.0	39.656	trials	0.245093	0.5263158
40.712	37.01599999999999	trials	0.245093	0.375
78.784	37.495999999999995	trials	0.245093	0.3773585
117.376	36.78399999999999	trials	0.245093	0.4680851
155.264	34.84	trials	0.245093	0.40298507
191.12	38.56	trials	0.245093	0.4680851
230.744	39.135999999999996	trials	0.245093	0.41428572
270.936	35.98400000000004	trials	0.245093	0.5
307.976	40.29599999999999	trials	0.245093	0.4117647
349.288	42.072	trials	0.245093	0.35
392.408	34.03199999999998	trials	0.245093	0.5
427.528	58.039999999999964	trials	0.245093	0.42857143
486.624	59.34399999999994	trials	0.245093	0.49122807
547.024	92.63199999999995	trials	0.245093	0.37142858
