onset	duration	nwb_table	si_perf	blr_perf
0.0	99.024	trials	0.249135	0.5
100.088	88.99200000000002	trials	0.249135	0.0
190.152	67.76800000000003	trials	0.249135	0.0
258.968	34.103999999999985	trials	0.249135	0.0
294.128	52.696000000000026	trials	0.249135	0.0
347.904	84.32800000000003	trials	0.249135	0.0
433.28	125.77600000000007	trials	0.249135	0.0
560.104	44.527999999999906	trials	0.249135	0.0
605.648	38.65599999999995	trials	0.249135	0.0
645.36	31.104000000000042	trials	0.249135	0.0
677.52	23.648000000000025	trials	0.249135	0.0
702.216	27.367999999999938	trials	0.249135	0.0
730.648	23.384000000000015	trials	0.249135	0.0
755.088	36.75999999999999	trials	0.249135	0.0
792.904	46.855999999999995	trials	0.249135	0.0
840.816	46.57600000000002	trials	0.249135	0.54545456
888.44	49.88799999999992	trials	0.249135	0.125
939.384	30.79200000000003	trials	0.249135	0.0
971.224	156.63199999999995	trials	0.249135	0.0
