onset	duration	nwb_table	si_perf	blr_perf
0.0	33.648	trials	0.963224	0.8666667
34.696	41.391999999999996	trials	0.963224	0.9285714
77.168	43.647999999999996	trials	0.963224	0.7647059
121.888	45.70400000000001	trials	0.963224	0.9230769
168.664	39.72	trials	0.963224	0.75
209.456	38.912000000000006	trials	0.963224	0.90909094
249.424	37.02399999999997	trials	0.963224	0.85
287.52	37.00800000000004	trials	0.963224	0.8333333
325.576	37.26399999999995	trials	0.963224	0.7368421
363.936	45.94400000000002	trials	0.963224	0.6956522
410.928	35.584	trials	0.963224	0.77272725
447.568	50.55200000000002	trials	0.963224	0.8333333
499.176	77.584	trials	0.963224	0.7777778
577.848	45.73599999999999	trials	0.963224	0.8333333
624.648	44.20799999999997	trials	0.963224	0.6785714
669.848	50.92000000000007	trials	0.963224	0.84615386
721.792	59.063999999999965	trials	0.963224	1.0
