onset	duration	nwb_table	si_perf	blr_perf
0.0	27.576	trials	0.946189	0.5652174
28.632	30.456	trials	0.946189	0.94736844
60.144	27.880000000000003	trials	0.946189	0.88235295
89.072	28.751999999999995	trials	0.946189	0.64
118.896	31.823999999999998	trials	0.946189	0.6666667
151.744	31.439999999999998	trials	0.946189	0.6666667
184.24	66.816	trials	0.946189	0.8235294
252.152	31.976	trials	0.946189	0.85714287
285.184	45.65599999999995	trials	0.946189	0.7222222
331.896	37.91199999999998	trials	0.946189	0.85714287
370.864	53.27200000000005	trials	0.946189	0.8888889
425.184	59.94399999999996	trials	0.946189	0.8888889
486.176	70.23200000000003	trials	0.946189	0.8666667
557.464	72.71199999999999	trials	0.946189	0.7777778
