onset	duration	nwb_table	si_perf	blr_perf
0.0	25.624	trials	1.7709	0.6666667
26.672	25.151999999999997	trials	1.7709	1.0
52.88	18.832	trials	1.7709	1.0
72.776	21.34400000000001	trials	1.7709	1.0
95.176	24.456000000000003	trials	1.7709	1.0
120.688	26.712000000000003	trials	1.7709	1.0
148.456	21.76000000000002	trials	1.7709	1.0
171.272	22.200000000000017	trials	1.7709	0.85714287
194.528	24.712000000000018	trials	1.7709	1.0
220.296	25.367999999999995	trials	1.7709	1.0
246.776	31.680000000000007	trials	1.7709	0.75
279.552	30.584000000000003	trials	1.7709	1.0
311.152	28.376000000000033	trials	1.7709	1.0
340.592	27.840000000000032	trials	1.7709	0.75
