onset	duration	nwb_table	si_perf	blr_perf
0.0	89.072	trials	2.04384	1.0
90.136	80.56800000000001	trials	2.04384	1.0
171.752	98.03199999999998	trials	2.04384	1.0
270.832	100.87200000000001	trials	2.04384	1.0
372.752	96.19200000000001	trials	2.04384	1.0
470.0	76.55200000000002	trials	2.04384	1.0
547.632	80.43200000000002	trials	2.04384	0.8333333
629.12	213.15200000000004	trials	2.04384	1.0
1170.92	97.92799999999988	trials	2.04384	0.8333333
1269.896	92.27199999999993	trials	2.04384	1.0
1363.2	142.2639999999999	trials	2.04384	1.0
1506.544	140.6719999999998	trials	2.04384	0.8888889
1648.28	104.96000000000004	trials	2.04384	1.0
