onset	duration	nwb_table	si_perf	blr_perf
0.0	53.776	trials	1.27468	0.5
54.888	45.967999999999996	trials	1.27468	0.85714287
101.912	53.400000000000006	trials	1.27468	1.0
156.368	51.68000000000001	trials	1.27468	0.5
209.104	54.00800000000001	trials	1.27468	0.71428573
264.184	54.74399999999997	trials	1.27468	1.0
319.984	61.72000000000003	trials	1.27468	0.61538464
382.776	50.84800000000001	trials	1.27468	1.0
434.704	63.024	trials	1.27468	0.5833333
498.792	68.27199999999999	trials	1.27468	0.44444445
568.12	53.01599999999996	trials	1.27468	0.47058824
622.2	61.81599999999992	trials	1.27468	0.3043478
685.072	64.88800000000003	trials	1.27468	0.3
751.072	62.775999999999954	trials	1.27468	0.42857143
814.904	82.27200000000005	trials	1.27468	0.6315789
