onset	duration	nwb_table	si_perf	blr_perf
0.0	52.136	trials	2.41434	1.0
53.184	85.03999999999999	trials	2.41434	1.0
139.272	93.976	trials	2.41434	1.0
234.32	102.29599999999999	trials	2.41434	1.0
337.664	166.24	trials	2.41434	0.6666667
504.96	101.368	trials	2.41434	1.0
607.424	124.87200000000007	trials	2.41434	1.0
733.352	147.12800000000004	trials	2.41434	1.0
881.528	106.88	trials	2.41434	0.85714287
989.472	198.48800000000006	trials	2.41434	1.0
1189.016	125.24000000000001	trials	2.41434	1.0
1315.328	142.91200000000003	trials	2.41434	1.0
1459.296	120.55999999999995	trials	2.41434	1.0
1580.88	84.01599999999985	trials	2.41434	1.0
