onset	duration	nwb_table	si_perf	blr_perf
0.0	35.552	trials	0.915073	0.68
36.6	35.84799999999999	trials	0.915073	0.85714287
73.496	45.992000000000004	trials	0.915073	0.5925926
120.536	42.98400000000001	trials	0.915073	0.75
164.576	44.888000000000005	trials	0.915073	0.75
210.512	44.632000000000005	trials	0.915073	0.6956522
256.2	41.624000000000024	trials	0.915073	0.8095238
298.888	48.912000000000035	trials	0.915073	0.6956522
348.856	38.19999999999999	trials	0.915073	0.9285714
388.12	41.80799999999999	trials	0.915073	0.75
431.032	49.872000000000014	trials	0.915073	0.5714286
481.968	46.16799999999995	trials	0.915073	0.45833334
529.2	37.903999999999996	trials	0.915073	0.7647059
568.176	43.87199999999996	trials	0.915073	0.6363636
613.16	40.42399999999998	trials	0.915073	0.8333333
654.656	53.360000000000014	trials	0.915073	0.6785714
709.112	53.56000000000006	trials	0.915073	0.61538464
763.736	42.80799999999999	trials	0.915073	0.65
807.568	47.176000000000045	trials	0.915073	0.9
855.848	64.21600000000001	trials	0.915073	0.75
