onset	duration	nwb_table	si_perf	blr_perf
0.0	36.2	trials	0.93132	0.2
37.256	38.376000000000005	trials	0.93132	0.25
76.68	45.89599999999999	trials	0.93132	0.75
123.632	48.304	trials	0.93132	0.5
172.992	59.647999999999996	trials	0.93132	0.75
233.696	71.32000000000002	trials	0.93132	0.6363636
306.072	55.06400000000002	trials	0.93132	0.875
362.192	101.43200000000002	trials	0.93132	0.75
464.704	61.343999999999994	trials	0.93132	0.45454547
527.136	78.80000000000007	trials	0.93132	0.875
606.96	53.34399999999994	trials	0.93132	0.875
661.36	111.10400000000004	trials	0.93132	0.8333333
773.52	67.10400000000004	trials	0.93132	0.7
841.672	54.295999999999935	trials	0.93132	0.9
897.024	68.40800000000002	trials	0.93132	0.875
966.528	142.13599999999997	trials	0.93132	0.8181818
1109.72	88.904	trials	0.93132	0.8
1199.68	64.87199999999984	trials	0.93132	0.78571427
