onset	duration	nwb_table	si_perf	blr_perf
0.0	54.768	trials	1.3259	1.0
55.84	55.91199999999999	trials	1.3259	0.8333333
112.8	68.248	trials	1.3259	0.85714287
182.112	89.45599999999999	trials	1.3259	1.0
272.648	124.03999999999996	trials	1.3259	1.0
397.736	310.08000000000004	trials	1.3259	0.8
708.864	239.36799999999994	trials	1.3259	1.0
949.28	108.16000000000008	trials	1.3259	1.0
1058.496	60.24799999999982	trials	1.3259	1.0
1119.832	88.8159999999998	trials	1.3259	1.0
1209.696	64.60800000000017	trials	1.3259	1.0
1275.36	103.63200000000006	trials	1.3259	1.0
