onset	duration	nwb_table	si_perf	blr_perf
0.0	29.904	trials	1.64477	1.0
30.928	28.56	trials	1.64477	1.0
60.544	34.83200000000001	trials	1.64477	0.875
96.432	44.992000000000004	trials	1.64477	0.875
142.48	64.11200000000002	trials	1.64477	1.0
207.648	72.32000000000002	trials	1.64477	0.875
280.984	49.54400000000004	trials	1.64477	1.0
331.568	68.35200000000003	trials	1.64477	0.8333333
400.968	77.856	trials	1.64477	1.0
479.88	44.351999999999975	trials	1.64477	0.85714287
525.288	205.46399999999994	trials	1.64477	0.8
731.84	98.12	trials	1.64477	0.75
830.984	183.91999999999996	trials	1.64477	1.0
