onset	duration	nwb_table	si_perf	blr_perf
0.0	105.504	trials	2.30446	0.71428573
106.576	170.696	trials	2.30446	0.85714287
278.352	119.64800000000002	trials	2.30446	0.8333333
399.056	189.344	trials	2.30446	0.8333333
589.456	197.59199999999998	trials	2.30446	1.0
788.144	125.54399999999998	trials	2.30446	0.8333333
914.744	210.93600000000004	trials	2.30446	0.71428573
1126.736	96.84799999999996	trials	2.30446	1.0
1224.648	95.75999999999999	trials	2.30446	1.0
1321.472	77.45600000000013	trials	2.30446	0.75
