onset	duration	nwb_table	si_perf	blr_perf
0.0	51.384	trials	0.799731	0.8333333
52.432	62.0	trials	0.799731	0.65384614
115.48	62.55999999999999	trials	0.799731	0.7222222
179.088	67.01600000000002	trials	0.799731	0.9411765
247.16	67.90400000000002	trials	0.799731	0.6363636
316.112	59.25599999999997	trials	0.799731	0.57575756
376.424	53.672000000000025	trials	0.799731	0.5588235
431.152	57.00800000000004	trials	0.799731	0.8
489.224	81.83200000000005	trials	0.799731	0.5925926
572.112	111.53600000000006	trials	0.799731	0.76
684.696	88.952	trials	0.799731	0.65217394
774.752	70.11200000000008	trials	0.799731	0.8
