onset	duration	nwb_table	si_perf	blr_perf
0.0	204.616	trials	1.31775	0.5
205.672	191.72	trials	1.31775	0.44444445
398.464	93.89600000000002	trials	1.31775	0.6
493.44	148.06400000000002	trials	1.31775	1.0
642.568	134.46400000000006	trials	1.31775	0.72727275
778.04	172.50400000000002	trials	1.31775	0.5625
951.608	254.07200000000012	trials	1.31775	0.5
1206.736	162.93599999999992	trials	1.31775	0.61538464
1370.736	187.68799999999987	trials	1.31775	0.75
1559.48	149.92799999999988	trials	1.31775	0.32142857
1710.472	151.93599999999992	trials	1.31775	0.625
