onset	duration	nwb_table	si_perf	blr_perf
0.0	35.16	trials	2.0945	1.0
36.216	38.544000000000004	trials	2.0945	1.0
75.832	42.504000000000005	trials	2.0945	1.0
119.392	53.232	trials	2.0945	1.0
173.672	57.664000000000016	trials	2.0945	1.0
232.408	93.29600000000002	trials	2.0945	1.0
326.8	166.152	trials	2.0945	1.0
494.008	100.01600000000002	trials	2.0945	0.8333333
595.072	80.54399999999998	trials	2.0945	1.0
676.664	86.63200000000006	trials	2.0945	1.0
764.352	138.288	trials	2.0945	1.0
903.664	96.072	trials	2.0945	0.75
1000.792	113.81599999999992	trials	2.0945	1.0
1115.672	107.29600000000005	trials	2.0945	1.0
1224.032	186.34400000000005	trials	2.0945	1.0
1411.424	180.42399999999998	trials	2.0945	1.0
1592.912	161.58400000000006	trials	2.0945	1.0
