onset	duration	nwb_table	si_perf	blr_perf
0.0	94.008	trials	1.84744	0.75
95.064	172.816	trials	1.84744	0.9166667
268.912	132.96000000000004	trials	1.84744	0.4
402.92	195.11200000000002	trials	1.84744	1.0
599.088	130.38400000000001	trials	1.84744	0.8
730.512	127.12	trials	1.84744	0.75
858.72	103.53599999999994	trials	1.84744	1.0
963.272	100.80799999999988	trials	1.84744	1.0
1065.128	83.89599999999996	trials	1.84744	1.0
1150.104	84.30399999999986	trials	1.84744	1.0
1235.488	87.70399999999995	trials	1.84744	0.5625
