onset	duration	nwb_table	si_perf	blr_perf
0.0	27.856	trials	1.02886	1.0
28.912	30.976	trials	1.02886	0.9
60.96	26.231999999999992	trials	1.02886	1.0
88.272	31.256	trials	1.02886	1.0
120.576	38.78400000000002	trials	1.02886	1.0
160.416	34.328	trials	1.02886	0.7777778
195.8	34.607999999999976	trials	1.02886	1.0
231.456	38.56800000000001	trials	1.02886	1.0
271.112	51.15999999999997	trials	1.02886	1.0
323.328	56.74400000000003	trials	1.02886	0.72727275
381.12	43.18399999999997	trials	1.02886	0.875
425.368	50.632000000000005	trials	1.02886	1.0
477.048	55.86400000000003	trials	1.02886	0.54545456
533.976	80.29600000000005	trials	1.02886	0.75
615.336	78.43999999999994	trials	1.02886	0.85714287
694.88	56.224000000000046	trials	1.02886	1.0
752.168	48.46399999999994	trials	1.02886	1.0
801.688	38.440000000000055	trials	1.02886	1.0
841.184	38.33600000000001	trials	1.02886	1.0
880.576	36.567999999999984	trials	1.02886	0.9
918.2	38.64799999999991	trials	1.02886	0.6666667
957.904	62.73599999999999	trials	1.02886	1.0
1021.744	38.13600000000008	trials	1.02886	0.8
1060.944	47.016000000000076	trials	1.02886	0.9
1109.016	40.48000000000002	trials	1.02886	1.0
