onset	duration	nwb_table	si_perf	blr_perf
0.0	36.96	trials	1.06258	1.0
38.032	37.816	trials	1.06258	1.0
76.896	73.95200000000001	trials	1.06258	0.8333333
151.904	53.24799999999999	trials	1.06258	0.8
206.208	57.01599999999999	trials	1.06258	1.0
264.304	51.224000000000046	trials	1.06258	1.0
316.608	73.856	trials	1.06258	1.0
391.536	46.976	trials	1.06258	0.875
439.6	82.168	trials	1.06258	0.8
522.824	61.232000000000085	trials	1.06258	1.0
585.096	62.10400000000004	trials	1.06258	0.8888889
648.264	124.55200000000002	trials	1.06258	1.0
773.888	61.983999999999924	trials	1.06258	0.8888889
836.92	131.68000000000006	trials	1.06258	1.0
