onset	duration	nwb_table	si_perf	blr_perf
0.0	41.608	trials	0.812175	0.37037036
42.688	49.29599999999999	trials	0.812175	0.2888889
93.032	42.104	trials	0.812175	0.4074074
136.208	38.26400000000001	trials	0.812175	0.37037036
175.552	39.672	trials	0.812175	0.36363637
216.288	43.01599999999996	trials	0.812175	0.53571427
260.352	38.08000000000004	trials	0.812175	0.5714286
299.488	42.343999999999994	trials	0.812175	0.5217391
342.88	46.99200000000002	trials	0.812175	0.4074074
390.928	46.76800000000003	trials	0.812175	0.4814815
