onset	duration	nwb_table	si_perf	blr_perf
0.0	42.896	trials	1.8194	0.45454547
43.952	34.304	trials	1.8194	0.75
79.312	34.024	trials	1.8194	0.875
114.384	36.37599999999999	trials	1.8194	1.0
151.832	34.696	trials	1.8194	1.0
187.584	45.66399999999999	trials	1.8194	1.0
234.288	44.903999999999996	trials	1.8194	0.3888889
280.208	40.0	trials	1.8194	1.0
321.288	39.45600000000002	trials	1.8194	0.71428573
361.8	36.375999999999976	trials	1.8194	0.71428573
399.232	56.023999999999944	trials	1.8194	0.8333333
456.312	42.67199999999997	trials	1.8194	1.0
