onset	duration	nwb_table	si_perf	blr_perf
0.0	62.536	trials	1.25199	0.4117647
63.592	82.176	trials	1.25199	0.5
146.84	86.024	trials	1.25199	0.46153846
233.912	64.82399999999998	trials	1.25199	0.53846157
299.76	59.160000000000025	trials	1.25199	0.5294118
360.0	77.80799999999999	trials	1.25199	0.5
438.88	104.18399999999997	trials	1.25199	0.23809524
544.12	101.03200000000004	trials	1.25199	0.85714287
646.224	137.79999999999995	trials	1.25199	0.5714286
785.08	170.6719999999999	trials	1.25199	0.54545456
956.8	108.65599999999995	trials	1.25199	1.0
