onset	duration	nwb_table	si_perf	blr_perf
0.0	59.216	trials	0.479579	0.4852941
60.296	73.0	trials	0.479579	0.59210527
134.344	85.064	trials	0.479579	0.7407407
220.464	212.784	trials	0.479579	0.77272725
434.296	93.91199999999998	trials	0.479579	0.7407407
529.256	181.10400000000004	trials	0.479579	0.73913044
711.416	105.58399999999995	trials	0.479579	0.375
818.072	50.48000000000002	trials	0.479579	0.6666667
869.608	138.8080000000001	trials	0.479579	0.7
1009.448	167.58399999999995	trials	0.479579	0.44444445
1178.056	189.32799999999997	trials	0.479579	0.8888889
1368.408	119.24000000000001	trials	0.479579	0.6666667
1488.712	61.784000000000106	trials	0.479579	0.6785714
1551.544	110.75999999999999	trials	0.479579	0.75
1663.4	88.10399999999981	trials	0.479579	0.61904764
