onset	duration	nwb_table	si_perf	blr_perf
0.0	39.096	trials	1.47139	1.0
40.152	41.55199999999999	trials	1.47139	1.0
82.768	59.24799999999999	trials	1.47139	0.54545456
143.072	34.05599999999998	trials	1.47139	0.75
178.184	38.696	trials	1.47139	1.0
217.936	54.232	trials	1.47139	0.8
273.224	72.55200000000002	trials	1.47139	0.8181818
346.832	50.03199999999998	trials	1.47139	0.9
397.912	72.68800000000005	trials	1.47139	0.875
471.664	45.31200000000001	trials	1.47139	1.0
518.032	45.039999999999964	trials	1.47139	0.875
564.128	82.57599999999991	trials	1.47139	1.0
