onset	duration	nwb_table	si_perf	blr_perf
0.0	40.464	trials	1.60959	0.8333333
41.52	30.832	trials	1.60959	1.0
73.408	31.927999999999997	trials	1.60959	0.75
106.408	30.279999999999987	trials	1.60959	1.0
137.736	37.880000000000024	trials	1.60959	0.85714287
176.664	39.20000000000002	trials	1.60959	1.0
216.912	66.78400000000002	trials	1.60959	1.0
284.744	45.127999999999986	trials	1.60959	1.0
330.928	43.672000000000025	trials	1.60959	1.0
375.688	45.78399999999999	trials	1.60959	1.0
422.488	67.54399999999998	trials	1.60959	1.0
491.08	49.93599999999998	trials	1.60959	1.0
