onset	duration	nwb_table	si_perf	blr_perf
0.0	40.52	trials	1.61162	1.0
41.568	36.760000000000005	trials	1.61162	1.0
79.384	37.032	trials	1.61162	1.0
117.48	46.999999999999986	trials	1.61162	1.0
165.496	65.54399999999998	trials	1.61162	0.8333333
232.096	47.96800000000002	trials	1.61162	0.71428573
281.128	57.94400000000002	trials	1.61162	1.0
340.128	61.28000000000003	trials	1.61162	0.8
402.464	87.03199999999998	trials	1.61162	0.75
490.512	66.95200000000006	trials	1.61162	1.0
558.512	97.13600000000008	trials	1.61162	0.8
656.696	67.32799999999997	trials	1.61162	1.0
