onset	duration	nwb_table	si_perf	blr_perf
0.0	21.352	trials	1.09626	1.0
22.416	19.688	trials	1.09626	0.9047619
43.144	20.768	trials	1.09626	0.9411765
64.96	19.90400000000001	trials	1.09626	1.0
85.912	20.159999999999997	trials	1.09626	0.9375
107.144	20.311999999999998	trials	1.09626	1.0
128.48	19.848000000000013	trials	1.09626	1.0
149.376	20.328000000000003	trials	1.09626	1.0
170.808	20.936000000000007	trials	1.09626	1.0
192.824	20.45599999999999	trials	1.09626	1.0
214.336	21.807999999999993	trials	1.09626	1.0
237.2	20.840000000000032	trials	1.09626	0.9166667
259.096	20.55200000000002	trials	1.09626	1.0
280.704	21.351999999999975	trials	1.09626	1.0
303.112	24.815999999999974	trials	1.09626	0.85714287
328.976	25.75200000000001	trials	1.09626	1.0
355.784	27.144000000000005	trials	1.09626	0.9166667
383.968	28.096000000000004	trials	1.09626	1.0
413.128	25.624000000000024	trials	1.09626	1.0
439.808	28.360000000000014	trials	1.09626	0.8181818
469.208	27.799999999999955	trials	1.09626	0.9
498.064	26.376000000000033	trials	1.09626	0.9166667
525.496	27.624000000000024	trials	1.09626	0.8181818
554.176	37.591999999999985	trials	1.09626	1.0
592.824	26.568000000000097	trials	1.09626	1.0
620.456	23.24000000000001	trials	1.09626	1.0
644.752	25.55200000000002	trials	1.09626	1.0
671.36	36.76800000000003	trials	1.09626	0.85714287
709.2	32.271999999999935	trials	1.09626	1.0
742.528	23.50400000000002	trials	1.09626	1.0
767.088	31.28800000000001	trials	1.09626	0.7777778
