onset	duration	nwb_table	si_perf	blr_perf
0.0	38.536	trials	1.09431	1.0
39.576	33.336000000000006	trials	1.09431	1.0
73.992	70.784	trials	1.09431	1.0
145.848	60.416	trials	1.09431	1.0
207.32	132.88800000000003	trials	1.09431	0.875
341.264	46.384000000000015	trials	1.09431	0.5
388.704	118.57599999999996	trials	1.09431	0.75
508.336	53.903999999999996	trials	1.09431	0.7
563.296	96.31999999999994	trials	1.09431	1.0
660.664	75.64800000000002	trials	1.09431	1.0
737.368	68.19999999999993	trials	1.09431	1.0
806.616	69.06399999999996	trials	1.09431	0.9166667
