onset	duration	nwb_table	si_perf	blr_perf
0.0	36.368	trials	1.92907	1.0
37.416	37.536	trials	1.92907	1.0
76.0	37.944	trials	1.92907	1.0
115.024	40.632000000000005	trials	1.92907	1.0
156.72	43.656000000000006	trials	1.92907	1.0
201.432	41.616000000000014	trials	1.92907	0.9
244.104	46.99999999999997	trials	1.92907	1.0
292.16	57.464	trials	1.92907	1.0
350.712	48.432000000000016	trials	1.92907	1.0
400.2	64.12	trials	1.92907	0.85714287
465.376	68.56799999999998	trials	1.92907	1.0
534.968	50.152000000000044	trials	1.92907	1.0
586.176	163.6239999999999	trials	1.92907	1.0
750.92	51.71199999999999	trials	1.92907	1.0
803.72	65.07999999999993	trials	1.92907	1.0
869.856	51.33600000000001	trials	1.92907	1.0
922.248	43.855999999999995	trials	1.92907	1.0
967.168	54.096000000000004	trials	1.92907	1.0
1022.32	66.35199999999998	trials	1.92907	1.0
1089.72	67.59999999999991	trials	1.92907	1.0
