onset	duration	nwb_table	si_perf	blr_perf
0.0	37.424	trials	1.70392	1.0
38.496	39.20799999999999	trials	1.70392	0.5
78.792	62.68000000000001	trials	1.70392	0.25
142.528	58.24000000000001	trials	1.70392	0.75
201.824	52.31999999999999	trials	1.70392	1.0
255.192	53.75999999999999	trials	1.70392	1.0
310.008	81.84800000000001	trials	1.70392	0.75
392.952	110.28800000000001	trials	1.70392	0.5
504.296	152.14400000000006	trials	1.70392	1.0
657.488	96.53599999999994	trials	1.70392	1.0
755.104	88.88	trials	1.70392	1.0
