onset	duration	nwb_table	si_perf	blr_perf
0.0	56.944	trials	1.80544	1.0
57.832	53.848000000000006	trials	1.80544	1.0
112.736	60.760000000000005	trials	1.80544	1.0
174.488	49.656000000000006	trials	1.80544	0.7777778
225.168	52.80799999999999	trials	1.80544	1.0
278.992	76.952	trials	1.80544	0.6666667
357.0	81.24799999999999	trials	1.80544	0.85714287
439.336	100.856	trials	1.80544	1.0
541.152	92.29599999999994	trials	1.80544	0.6923077
634.504	128.42399999999998	trials	1.80544	0.4
764.048	146.03999999999996	trials	1.80544	0.5714286
