onset	duration	nwb_table	si_perf	blr_perf
0.0	49.872	trials	1.03191	0.6666667
50.928	75.72	trials	1.03191	0.64285713
127.704	64.56000000000002	trials	1.03191	1.0
193.32	64.30400000000003	trials	1.03191	1.0
258.68	73.48000000000002	trials	1.03191	0.9
333.288	73.19999999999999	trials	1.03191	1.0
407.56	104.368	trials	1.03191	1.0
512.952	60.799999999999955	trials	1.03191	0.75
574.84	69.67999999999995	trials	1.03191	0.75
645.584	54.36800000000005	trials	1.03191	1.0
701.008	73.64799999999991	trials	1.03191	0.9
775.736	65.70400000000006	trials	1.03191	1.0
842.504	60.031999999999925	trials	1.03191	1.0
903.616	61.0	trials	1.03191	0.8888889
965.696	76.79200000000003	trials	1.03191	0.71428573
1043.536	58.75999999999999	trials	1.03191	0.9166667
1103.4	104.99199999999996	trials	1.03191	0.8888889
