onset	duration	nwb_table	si_perf	blr_perf
0.0	39.192	trials	1.57973	0.75
40.24	51.63999999999999	trials	1.57973	0.75
92.968	54.272000000000006	trials	1.57973	0.65625
148.288	189.51999999999998	trials	1.57973	0.6
338.88	92.11200000000002	trials	1.57973	1.0
432.04	56.928	trials	1.57973	0.85714287
490.064	72.97599999999994	trials	1.57973	1.0
564.088	63.464000000000055	trials	1.57973	0.8333333
628.616	65.98400000000004	trials	1.57973	1.0
695.656	133.06400000000008	trials	1.57973	0.6666667
829.768	87.63199999999995	trials	1.57973	1.0
918.416	79.3359999999999	trials	1.57973	1.0
998.824	121.73599999999999	trials	1.57973	1.0
1121.624	100.78399999999988	trials	1.57973	1.0
1223.488	128.01599999999985	trials	1.57973	0.75
1352.592	95.10399999999981	trials	1.57973	1.0
1448.752	163.34400000000005	trials	1.57973	1.0
1613.12	130.98400000000015	trials	1.57973	0.8333333
