onset	duration	nwb_table	si_perf	blr_perf
0.0	38.512	trials	1.15743	0.8888889
39.56	61.288	trials	1.15743	1.0
101.904	88.43200000000002	trials	1.15743	0.95
191.424	120.58399999999997	trials	1.15743	0.8333333
313.064	98.78399999999999	trials	1.15743	0.8125
412.904	106.39200000000005	trials	1.15743	0.9375
520.36	179.60799999999995	trials	1.15743	0.71428573
701.024	196.144	trials	1.15743	0.6923077
898.216	156.024	trials	1.15743	0.45
1055.296	214.72799999999984	trials	1.15743	0.7222222
1271.08	162.07200000000012	trials	1.15743	1.0
