onset	duration	nwb_table	si_perf	blr_perf
0.0	58.952	trials	0.540239	0.525
60.024	68.43199999999999	trials	0.540239	0.75
129.504	95.57600000000002	trials	0.540239	0.5192308
226.152	100.81600000000003	trials	0.540239	0.21153846
328.024	96.98399999999998	trials	0.540239	0.5192308
426.072	64.11200000000002	trials	0.540239	0.33333334
491.272	50.599999999999966	trials	0.540239	0.5
542.928	73.96000000000004	trials	0.540239	0.7692308
617.944	38.408000000000015	trials	0.540239	0.6
657.376	69.15200000000004	trials	0.540239	0.84210527
727.552	90.928	trials	0.540239	0.45833334
819.528	192.42399999999998	trials	0.540239	0.0
1013.008	111.096	trials	0.540239	0.75
1125.16	54.58399999999983	trials	0.540239	0.35714287
1180.8	83.45600000000013	trials	0.540239	0.0
1265.304	81.11199999999985	trials	0.540239	0.3181818
1347.472	71.23199999999997	trials	0.540239	0.25
1419.76	64.07999999999993	trials	0.540239	0.25
