onset	duration	nwb_table	si_perf	blr_perf
0.0	33.048	trials	0.438807	0.0
34.104	41.968	trials	0.438807	0.083333336
77.136	36.56	trials	0.438807	0.25
114.752	37.032	trials	0.438807	0.0
152.832	26.159999999999997	trials	0.438807	0.0
180.008	21.01599999999999	trials	0.438807	0.0
202.096	35.72	trials	0.438807	0.0
238.872	45.879999999999995	trials	0.438807	0.0
285.824	117.24000000000001	trials	0.438807	0.375
825.44	170.76	trials	0.438807	0.5
997.256	109.072	trials	0.438807	1.0
1107.384	196.57600000000002	trials	0.438807	0.33333334
1304.984	191.05600000000004	trials	0.438807	0.25
1497.136	333.7360000000001	trials	0.438807	1.0
1831.944	176.79999999999995	trials	0.438807	0.71428573
2009.848	79.60800000000017	trials	0.438807	0.25
2090.536	82.15200000000004	trials	0.438807	0.5
2173.752	90.20800000000008	trials	0.438807	0.25
2265.056	153.192	trials	0.438807	0.25
