onset	duration	nwb_table	si_perf	blr_perf
0.0	61.192	trials	1.04382	0.72727275
62.256	50.672	trials	1.04382	1.0
114.024	91.304	trials	1.04382	1.0
206.376	150.82399999999998	trials	1.04382	0.46875
358.256	156.36	trials	1.04382	1.0
515.672	85.40800000000002	trials	1.04382	0.71428573
602.136	163.72000000000003	trials	1.04382	1.0
766.912	213.50400000000002	trials	1.04382	0.85714287
981.464	149.51200000000006	trials	1.04382	0.875
1132.032	194.60000000000014	trials	1.04382	1.0
1327.688	203.5039999999999	trials	1.04382	0.85714287
1532.264	101.60000000000014	trials	1.04382	1.0
1634.92	127.63999999999987	trials	1.04382	1.0
1763.584	206.70399999999995	trials	1.04382	0.64285713
