onset	duration	nwb_table	si_perf	blr_perf
0.0	44.456	trials	1.29346	1.0
45.536	41.599999999999994	trials	1.29346	1.0
88.184	47.16	trials	1.29346	1.0
136.392	45.20000000000002	trials	1.29346	1.0
182.64	55.08800000000002	trials	1.29346	1.0
238.784	41.37600000000003	trials	1.29346	1.0
281.216	42.48000000000002	trials	1.29346	1.0
324.744	67.49599999999998	trials	1.29346	1.0
393.312	47.75200000000001	trials	1.29346	1.0
442.136	47.62399999999997	trials	1.29346	1.0
490.816	115.93599999999998	trials	1.29346	1.0
