onset	duration	nwb_table	si_perf	blr_perf
0.0	139.456	trials	1.57334	0.6666667
140.536	127.55200000000002	trials	1.57334	0.625
269.136	208.55199999999996	trials	1.57334	0.85714287
478.736	154.30399999999997	trials	1.57334	0.44444445
634.096	117.98400000000004	trials	1.57334	0.71428573
753.136	128.75200000000007	trials	1.57334	1.0
882.944	149.64800000000014	trials	1.57334	0.7777778
1033.696	128.77600000000007	trials	1.57334	0.6666667
1163.52	92.41599999999994	trials	1.57334	1.0
1256.984	144.40800000000013	trials	1.57334	1.0
