onset	duration	nwb_table	si_perf	blr_perf
0.0	194.048	trials	0.503747	0.25
195.152	184.52000000000004	trials	0.503747	0.0
380.728	155.80799999999994	trials	0.503747	0.0
537.592	98.77600000000007	trials	0.503747	0.0
637.44	157.3119999999999	trials	0.503747	1.0
795.816	111.43200000000002	trials	0.503747	0.0
908.32	81.55999999999995	trials	0.503747	0.0
990.96	166.98399999999992	trials	0.503747	0.39285713
1159.0	125.88799999999992	trials	0.503747	0.5192308
1285.944	72.87200000000007	trials	0.503747	0.15
