onset	duration	nwb_table	si_perf	blr_perf
0.0	61.848	trials	0.499233	0.15384616
62.928	82.96799999999999	trials	0.499233	0.3181818
146.912	66.40799999999999	trials	0.499233	0.45454547
214.368	77.01600000000002	trials	0.499233	0.5294118
292.464	116.488	trials	0.499233	0.31111112
410.008	87.29599999999999	trials	0.499233	0.39285713
498.36	93.91999999999996	trials	0.499233	0.37931034
593.328	130.976	trials	0.499233	0.42105263
725.416	107.30399999999997	trials	0.499233	0.38709676
833.776	159.64800000000002	trials	0.499233	0.5
