onset	duration	nwb_table	si_perf	blr_perf
0.0	35.664	trials	1.15892	0.5
36.72	31.480000000000004	trials	1.15892	0.75
69.256	44.736000000000004	trials	1.15892	0.875
115.048	54.50399999999999	trials	1.15892	0.61538464
170.6	56.50400000000002	trials	1.15892	1.0
228.16	82.90400000000002	trials	1.15892	0.875
312.104	94.37600000000003	trials	1.15892	0.85714287
407.568	119.72800000000007	trials	1.15892	0.53846157
528.352	97.51200000000006	trials	1.15892	0.75
626.912	74.832	trials	1.15892	0.9
702.808	125.67200000000003	trials	1.15892	0.875
829.536	109.57600000000002	trials	1.15892	0.8888889
